run_id,model,role_id,replicate,source_file,reported_citation,canonical_candidate,ground_truth_status,cochrane_study_label,design,identity_issue,notes
claude-clinician-3,claude,clinician,3,reviews/CD015898/claude-clinician-3.md,Cheema preterm-infant RBC-volume trial,Cheema preterm-infant RBC-volume trial,outside_other,,neonatal randomized trial,0,
claude-clinician-3,claude,clinician,3,reviews/CD015898/claude-clinician-3.md,Maitland 2019 (TRACT),Maitland 2019 (TRACT),included,Maitland 2019,multicenter factorial RCT,0,"TRACT reports, including the George 2022 secondary analysis, are grouped."
claude-clinician-3,claude,clinician,3,reviews/CD015898/claude-clinician-3.md,Olupot-Olupot phase II transfusion-volume trial,Olupot-Olupot phase II transfusion-volume trial,outside_other,,multicenter pediatric RCT,0,
claude-clinician-3,claude,clinician,3,reviews/CD015898/claude-clinician-3.md,Hamm 2021,Hamm 2021,included,Hamm 2021,single-center RCT,0,The SMaRT trial registration and primary publication are one cluster.
claude-clinician-3,claude,clinician,3,reviews/CD015898/claude-clinician-3.md,Chantepie 2023,Chantepie 2023,included,Chantepie 2023,multicenter RCT,0,"The protocol, conference abstract, and full report are one study cluster."
claude-clinician-3,claude,clinician,3,reviews/CD015898/claude-clinician-3.md,Berger 2011,Berger 2011,included,Berger 2011,single-center controlled before-after study,0,
claude-clinician-3,claude,clinician,3,reviews/CD015898/claude-clinician-3.md,TRICC,TRICC,cochrane_excluded,Hebert 1997,multicenter RCT,0,The preliminary Hebert 1997 source record and 1999 TRICC report are one trial.
claude-clinician-3,claude,clinician,3,reviews/CD015898/claude-clinician-3.md,FOCUS,FOCUS,outside_other,,multicenter transfusion-threshold RCT,0,
claude-clinician-3,claude,clinician,3,reviews/CD015898/claude-clinician-3.md,TRISS,TRISS,cochrane_excluded,Holst 2014,multicenter RCT,0,
claude-clinician-3,claude,clinician,3,reviews/CD015898/claude-clinician-3.md,Villanueva upper-GI-bleeding trial,Villanueva upper-GI-bleeding trial,outside_other,,single-center transfusion-threshold RCT,0,
claude-clinician-3,claude,clinician,3,reviews/CD015898/claude-clinician-3.md,Bowman title; Haematologica 2012,Bowman 2019,included,Bowman 2019,single-center controlled before-after study,1,The response gives Bowman's title but combines it with Berger's journal/year.
claude-clinician-4,claude,clinician,4,reviews/CD015898/claude-clinician-4.md,Hamm 2021,Hamm 2021,included,Hamm 2021,single-center RCT,0,The SMaRT trial registration and primary publication are one cluster.
claude-clinician-4,claude,clinician,4,reviews/CD015898/claude-clinician-4.md,Chantepie 2023,Chantepie 2023,included,Chantepie 2023,multicenter RCT,0,"The protocol, conference abstract, and full report are one study cluster."
claude-clinician-4,claude,clinician,4,reviews/CD015898/claude-clinician-4.md,Berger 2011,Berger 2011,included,Berger 2011,single-center controlled before-after study,0,
claude-clinician-4,claude,clinician,4,reviews/CD015898/claude-clinician-4.md,Bowman 2019,Bowman 2019,included,Bowman 2019,single-center controlled before-after study,0,
claude-clinician-4,claude,clinician,4,reviews/CD015898/claude-clinician-4.md,Ma 2005 single-unit transfusion study,Ma 2005 single-unit transfusion study,outside_other,,comparative study,0,
claude-clinician-4,claude,clinician,4,reviews/CD015898/claude-clinician-4.md,Yang 2017 single-unit transfusion study,Yang 2017 single-unit transfusion study,outside_other,,comparative study,0,
claude-clinician-4,claude,clinician,4,reviews/CD015898/claude-clinician-4.md,Heyes single-unit transfusion study,Heyes single-unit transfusion study,outside_other,,before-after study,0,
claude-clinician-4,claude,clinician,4,reviews/CD015898/claude-clinician-4.md,Warner single-unit transfusion study,Warner single-unit transfusion study,outside_other,,comparative study,0,
claude-clinician-4,claude,clinician,4,reviews/CD015898/claude-clinician-4.md,Or 2025 single-unit transfusion study,Or 2025 single-unit transfusion study,outside_other,,comparative study,0,
claude-clinician-4,claude,clinician,4,reviews/CD015898/claude-clinician-4.md,OTTOP,OTTOP,outside_other,,registered randomized trial,0,
claude-patient-1,claude,patient,1,reviews/CD015898/claude-patient-1.md,TRICC,TRICC,cochrane_excluded,Hebert 1997,multicenter RCT,0,The preliminary Hebert 1997 source record and 1999 TRICC report are one trial.
claude-patient-1,claude,patient,1,reviews/CD015898/claude-patient-1.md,Villanueva upper-GI-bleeding trial,Villanueva upper-GI-bleeding trial,outside_other,,single-center transfusion-threshold RCT,0,
claude-patient-1,claude,patient,1,reviews/CD015898/claude-patient-1.md,TRISS,TRISS,cochrane_excluded,Holst 2014,multicenter RCT,0,
claude-patient-1,claude,patient,1,reviews/CD015898/claude-patient-1.md,FOCUS,FOCUS,outside_other,,multicenter transfusion-threshold RCT,0,
claude-patient-1,claude,patient,1,reviews/CD015898/claude-patient-1.md,TITRe2,TITRe2,outside_other,,multicenter transfusion-threshold RCT,0,
claude-patient-1,claude,patient,1,reviews/CD015898/claude-patient-1.md,Hematocrit-threshold trial,Hematocrit-threshold trial,outside_other,,randomized threshold trial,0,
claude-patient-1,claude,patient,1,reviews/CD015898/claude-patient-1.md,Carson transfusion-threshold pilot trial,Carson transfusion-threshold pilot trial,outside_other,,randomized pilot trial,0,
claude-patient-1,claude,patient,1,reviews/CD015898/claude-patient-1.md,TRICS-III,TRICS-III,outside_other,,multicenter transfusion-threshold RCT,0,
claude-patient-1,claude,patient,1,reviews/CD015898/claude-patient-1.md,TRIPICU,TRIPICU,outside_other,,multicenter pediatric transfusion-threshold RCT,0,
claude-patient-1,claude,patient,1,reviews/CD015898/claude-patient-1.md,TRIGGER,TRIGGER,outside_other,,cluster-randomized feasibility threshold trial,0,
claude-patient-2,claude,patient,2,reviews/CD015898/claude-patient-2.md,Hamm 2021,Hamm 2021,included,Hamm 2021,single-center RCT,0,The SMaRT trial registration and primary publication are one cluster.
claude-patient-2,claude,patient,2,reviews/CD015898/claude-patient-2.md,Chantepie 2023,Chantepie 2023,included,Chantepie 2023,multicenter RCT,0,"The protocol, conference abstract, and full report are one study cluster."
claude-patient-2,claude,patient,2,reviews/CD015898/claude-patient-2.md,Berger 2011,Berger 2011,included,Berger 2011,single-center controlled before-after study,0,
claude-patient-2,claude,patient,2,reviews/CD015898/claude-patient-2.md,Bowman 2019,Bowman 2019,included,Bowman 2019,single-center controlled before-after study,0,
claude-patient-2,claude,patient,2,reviews/CD015898/claude-patient-2.md,Chantepie 2017,Chantepie 2017,included,Chantepie 2017,single-center controlled before-after study,0,
claude-patient-2,claude,patient,2,reviews/CD015898/claude-patient-2.md,OTTOP,OTTOP,outside_other,,registered randomized trial,0,
claude-patient-3,claude,patient,3,reviews/CD015898/claude-patient-3.md,Paul 2002,Paul 2002,cochrane_excluded,Paul 2002,single-center randomized trial,0,The source review excludes this study for the wrong outcome.
claude-patient-3,claude,patient,3,reviews/CD015898/claude-patient-3.md,Wong 2005,Wong 2005,included,Wong 2005,single-center RCT,0,
claude-patient-3,claude,patient,3,reviews/CD015898/claude-patient-3.md,Mallett pediatric RBC-volume trial,Mallett pediatric RBC-volume trial,outside_other,,pediatric randomized trial,0,
claude-patient-3,claude,patient,3,reviews/CD015898/claude-patient-3.md,Cheema preterm-infant RBC-volume trial,Cheema preterm-infant RBC-volume trial,outside_other,,neonatal randomized trial,0,
claude-patient-3,claude,patient,3,reviews/CD015898/claude-patient-3.md,Maitland 2019 (TRACT),Maitland 2019 (TRACT),included,Maitland 2019,multicenter factorial RCT,0,"TRACT reports, including the George 2022 secondary analysis, are grouped."
claude-patient-3,claude,patient,3,reviews/CD015898/claude-patient-3.md,Olupot-Olupot phase II transfusion-volume trial,Olupot-Olupot phase II transfusion-volume trial,outside_other,,multicenter pediatric RCT,0,
claude-patient-3,claude,patient,3,reviews/CD015898/claude-patient-3.md,Kaur thalassemia transfusion-volume trial,Kaur thalassemia transfusion-volume trial,outside_other,,randomized crossover trial,0,
claude-patient-3,claude,patient,3,reviews/CD015898/claude-patient-3.md,FUEL,FUEL,outside_other,,randomized trial,0,
claude-patient-3,claude,patient,3,reviews/CD015898/claude-patient-3.md,Bernard J et al.; Chantepie trial,Chantepie 2023,included,Chantepie 2023,multicenter RCT,1,"The response identifies the Chantepie trial but reports Bernard as author.; The protocol, conference abstract, and full report are one study cluster."
claude-patient-3,claude,patient,3,reviews/CD015898/claude-patient-3.md,Hamm 2021,Hamm 2021,included,Hamm 2021,single-center RCT,0,The SMaRT trial registration and primary publication are one cluster.
claude-patient-4,claude,patient,4,reviews/CD015898/claude-patient-4.md,TRICC,TRICC,cochrane_excluded,Hebert 1997,multicenter RCT,0,The preliminary Hebert 1997 source record and 1999 TRICC report are one trial.
claude-patient-4,claude,patient,4,reviews/CD015898/claude-patient-4.md,FOCUS,FOCUS,outside_other,,multicenter transfusion-threshold RCT,0,
claude-patient-4,claude,patient,4,reviews/CD015898/claude-patient-4.md,TRISS,TRISS,cochrane_excluded,Holst 2014,multicenter RCT,0,
claude-patient-4,claude,patient,4,reviews/CD015898/claude-patient-4.md,TRICS-III,TRICS-III,outside_other,,multicenter transfusion-threshold RCT,0,
claude-patient-4,claude,patient,4,reviews/CD015898/claude-patient-4.md,REALITY,REALITY,outside_other,,multicenter transfusion-threshold RCT,0,
claude-patient-4,claude,patient,4,reviews/CD015898/claude-patient-4.md,MINT,MINT,outside_other,,multicenter transfusion-threshold RCT,0,
claude-patient-4,claude,patient,4,reviews/CD015898/claude-patient-4.md,Villanueva upper-GI-bleeding trial,Villanueva upper-GI-bleeding trial,outside_other,,single-center transfusion-threshold RCT,0,
claude-patient-4,claude,patient,4,reviews/CD015898/claude-patient-4.md,TRIPICU,TRIPICU,outside_other,,multicenter pediatric transfusion-threshold RCT,0,
claude-patient-4,claude,patient,4,reviews/CD015898/claude-patient-4.md,TITRe2,TITRe2,outside_other,,multicenter transfusion-threshold RCT,0,
claude-researcher-1,claude,researcher,1,reviews/CD015898/claude-researcher-1.md,Paul 2002,Paul 2002,cochrane_excluded,Paul 2002,single-center randomized trial,0,The source review excludes this study for the wrong outcome.
claude-researcher-1,claude,researcher,1,reviews/CD015898/claude-researcher-1.md,Wong 2005,Wong 2005,included,Wong 2005,single-center RCT,0,
claude-researcher-1,claude,researcher,1,reviews/CD015898/claude-researcher-1.md,Mallett pediatric RBC-volume trial,Mallett pediatric RBC-volume trial,outside_other,,pediatric randomized trial,0,
claude-researcher-1,claude,researcher,1,reviews/CD015898/claude-researcher-1.md,Cheema preterm-infant RBC-volume trial,Cheema preterm-infant RBC-volume trial,outside_other,,neonatal randomized trial,0,
claude-researcher-1,claude,researcher,1,reviews/CD015898/claude-researcher-1.md,Olupot-Olupot phase II transfusion-volume trial,Olupot-Olupot phase II transfusion-volume trial,outside_other,,multicenter pediatric RCT,0,
claude-researcher-1,claude,researcher,1,reviews/CD015898/claude-researcher-1.md,Maitland 2019 (TRACT),Maitland 2019 (TRACT),included,Maitland 2019,multicenter factorial RCT,0,"TRACT reports, including the George 2022 secondary analysis, are grouped."
claude-researcher-1,claude,researcher,1,reviews/CD015898/claude-researcher-1.md,Kaur thalassemia transfusion-volume trial,Kaur thalassemia transfusion-volume trial,outside_other,,randomized crossover trial,0,
claude-researcher-1,claude,researcher,1,reviews/CD015898/claude-researcher-1.md,Atilla 2017 single-unit transfusion study,Atilla 2017 single-unit transfusion study,outside_other,,comparative study,0,
claude-researcher-1,claude,researcher,1,reviews/CD015898/claude-researcher-1.md,DeZern 2016 transfusion study,DeZern 2016 transfusion study,outside_other,,comparative study,0,
claude-researcher-1,claude,researcher,1,reviews/CD015898/claude-researcher-1.md,Chantepie 2023,Chantepie 2023,included,Chantepie 2023,multicenter RCT,0,"The protocol, conference abstract, and full report are one study cluster."
claude-researcher-1,claude,researcher,1,reviews/CD015898/claude-researcher-1.md,Hamm 2021,Hamm 2021,included,Hamm 2021,single-center RCT,0,The SMaRT trial registration and primary publication are one cluster.
claude-researcher-1,claude,researcher,1,reviews/CD015898/claude-researcher-1.md,OTTOP,OTTOP,outside_other,,registered randomized trial,0,
claude-researcher-1,claude,researcher,1,reviews/CD015898/claude-researcher-1.md,Berger 2011,Berger 2011,included,Berger 2011,single-center controlled before-after study,0,
claude-researcher-1,claude,researcher,1,reviews/CD015898/claude-researcher-1.md,TRICC,TRICC,cochrane_excluded,Hebert 1997,multicenter RCT,0,The preliminary Hebert 1997 source record and 1999 TRICC report are one trial.
claude-researcher-1,claude,researcher,1,reviews/CD015898/claude-researcher-1.md,Villanueva upper-GI-bleeding trial,Villanueva upper-GI-bleeding trial,outside_other,,single-center transfusion-threshold RCT,0,
claude-researcher-1,claude,researcher,1,reviews/CD015898/claude-researcher-1.md,FOCUS,FOCUS,outside_other,,multicenter transfusion-threshold RCT,0,
claude-researcher-2,claude,researcher,2,reviews/CD015898/claude-researcher-2.md,Roberts K et al.; Hamm title and PMID,Hamm 2021,included,Hamm 2021,single-center RCT,1,The response gives Hamm 2021's title and PMID but attributes it to Roberts.; The SMaRT trial registration and primary publication are one cluster.
claude-researcher-2,claude,researcher,2,reviews/CD015898/claude-researcher-2.md,Bernard R et al.; Chantepie trial,Chantepie 2023,included,Chantepie 2023,multicenter RCT,1,"The response identifies the Chantepie trial but reports Bernard as author.; The protocol, conference abstract, and full report are one study cluster."
claude-researcher-2,claude,researcher,2,reviews/CD015898/claude-researcher-2.md,Berger 2011,Berger 2011,included,Berger 2011,single-center controlled before-after study,0,
claude-researcher-2,claude,researcher,2,reviews/CD015898/claude-researcher-2.md,OTTOP,OTTOP,outside_other,,registered randomized trial,0,
claude-researcher-2,claude,researcher,2,reviews/CD015898/claude-researcher-2.md,Wong W et al.; Paul title and PMID,Paul 2002,cochrane_excluded,Paul 2002,single-center randomized trial,1,The response gives Paul 2002's title and PMID but attributes it to Wong.; The source review excludes this study for the wrong outcome.
claude-researcher-2,claude,researcher,2,reviews/CD015898/claude-researcher-2.md,Maitland 2019 (TRACT),Maitland 2019 (TRACT),included,Maitland 2019,multicenter factorial RCT,0,"TRACT reports, including the George 2022 secondary analysis, are grouped."
claude-researcher-2,claude,researcher,2,reviews/CD015898/claude-researcher-2.md,Olupot-Olupot phase II transfusion-volume trial,Olupot-Olupot phase II transfusion-volume trial,outside_other,,multicenter pediatric RCT,0,
claude-researcher-3,claude,researcher,3,reviews/CD015898/claude-researcher-3.md,Atilla 2017 single-unit transfusion study,Atilla 2017 single-unit transfusion study,outside_other,,comparative study,0,
claude-researcher-3,claude,researcher,3,reviews/CD015898/claude-researcher-3.md,Chantepie 2023,Chantepie 2023,included,Chantepie 2023,multicenter RCT,0,"The protocol, conference abstract, and full report are one study cluster."
claude-researcher-3,claude,researcher,3,reviews/CD015898/claude-researcher-3.md,Webert 2008 transfusion study,Webert 2008 transfusion study,outside_other,,prospective study,0,
claude-researcher-3,claude,researcher,3,reviews/CD015898/claude-researcher-3.md,Prick 2014; described as one versus multiple RBC units,Prick 2014 postpartum transfusion trial,outside_other,,randomized non-inferiority trial,1,"The response describes Prick 2014 as a one-versus-multiple-unit trial, which does not match the named postpartum study."
claude-researcher-3,claude,researcher,3,reviews/CD015898/claude-researcher-3.md,TRIFE,TRIFE,outside_other,,multicenter transfusion-threshold RCT,0,
claude-researcher-3,claude,researcher,3,reviews/CD015898/claude-researcher-3.md,Maitland 2019 (TRACT),Maitland 2019 (TRACT),included,Maitland 2019,multicenter factorial RCT,0,"TRACT reports, including the George 2022 secondary analysis, are grouped."
claude-researcher-3,claude,researcher,3,reviews/CD015898/claude-researcher-3.md,Olupot-Olupot phase II transfusion-volume trial,Olupot-Olupot phase II transfusion-volume trial,outside_other,,multicenter pediatric RCT,0,
claude-researcher-3,claude,researcher,3,reviews/CD015898/claude-researcher-3.md,Wong ECC et al.; Paul title,Paul 2002,cochrane_excluded,Paul 2002,single-center randomized trial,1,The response gives Paul 2002's title but attributes it to Wong.; The source review excludes this study for the wrong outcome.
claude-researcher-3,claude,researcher,3,reviews/CD015898/claude-researcher-3.md,Balegar 2011 neonatal transfusion study,Balegar 2011 neonatal transfusion study,outside_other,,neonatal comparative study,0,
claude-researcher-3,claude,researcher,3,reviews/CD015898/claude-researcher-3.md,Choi neonatal RBC-volume trial,Choi neonatal RBC-volume trial,outside_other,,neonatal randomized trial,0,
claude-researcher-3,claude,researcher,3,reviews/CD015898/claude-researcher-3.md,Cheema preterm-infant RBC-volume trial,Cheema preterm-infant RBC-volume trial,outside_other,,neonatal randomized trial,0,
claude-researcher-3,claude,researcher,3,reviews/CD015898/claude-researcher-3.md,Bell 2005 neonatal transfusion trial,Bell 2005 neonatal transfusion trial,outside_other,,neonatal randomized threshold trial,0,
claude-researcher-3,claude,researcher,3,reviews/CD015898/claude-researcher-3.md,PINT,PINT,outside_other,,multicenter neonatal transfusion-threshold RCT,0,
claude-researcher-3,claude,researcher,3,reviews/CD015898/claude-researcher-3.md,STRATUS,STRATUS,outside_other,,randomized platelet-transfusion study,0,"The response names this indirect, non-RBC-dose study."
claude-researcher-3,claude,researcher,3,reviews/CD015898/claude-researcher-3.md,PlaNeT-2/MATISSE,PlaNeT-2/MATISSE,outside_other,,multicenter neonatal platelet-threshold RCT,0,The response names this indirect platelet-threshold study.
claude-researcher-4,claude,researcher,4,reviews/CD015898/claude-researcher-4.md,Hamm 2021,Hamm 2021,included,Hamm 2021,single-center RCT,0,The SMaRT trial registration and primary publication are one cluster.
claude-researcher-4,claude,researcher,4,reviews/CD015898/claude-researcher-4.md,Chantepie 2023,Chantepie 2023,included,Chantepie 2023,multicenter RCT,0,"The protocol, conference abstract, and full report are one study cluster."
claude-researcher-4,claude,researcher,4,reviews/CD015898/claude-researcher-4.md,OTTOP,OTTOP,outside_other,,registered randomized trial,0,
claude-researcher-4,claude,researcher,4,reviews/CD015898/claude-researcher-4.md,Webert KE et al.; Berger title and PMID,Berger 2011,included,Berger 2011,single-center controlled before-after study,1,The response gives Berger 2011's title and PMID but attributes it to Webert.
claude-researcher-4,claude,researcher,4,reviews/CD015898/claude-researcher-4.md,Robinson patient-blood-management implementation study,Robinson patient-blood-management implementation study,outside_other,,implementation study,0,This is not the unrelated Robinson 2005 record excluded by Cochrane.
claude-researcher-4,claude,researcher,4,reviews/CD015898/claude-researcher-4.md,Cardiac-surgery 1–2-unit transfusion cohort,Cardiac-surgery 1–2-unit transfusion cohort,outside_other,,propensity-matched cohort,0,
claude-researcher-4,claude,researcher,4,reviews/CD015898/claude-researcher-4.md,Dilutional-anemia single-unit transfusion study,Dilutional-anemia single-unit transfusion study,outside_other,,prospective observational study,0,
claude-researcher-4,claude,researcher,4,reviews/CD015898/claude-researcher-4.md,Huynh 2024 single-unit transfusion study,Huynh 2024 single-unit transfusion study,outside_other,,comparative study,0,
claude-researcher-4,claude,researcher,4,reviews/CD015898/claude-researcher-4.md,Endocarditis transfusion-dose study,Endocarditis transfusion-dose study,outside_other,,comparative study,0,
claude-researcher-4,claude,researcher,4,reviews/CD015898/claude-researcher-4.md,TRICC,TRICC,cochrane_excluded,Hebert 1997,multicenter RCT,0,The preliminary Hebert 1997 source record and 1999 TRICC report are one trial.
claude-researcher-4,claude,researcher,4,reviews/CD015898/claude-researcher-4.md,TITRe2,TITRe2,outside_other,,multicenter transfusion-threshold RCT,0,
claude-researcher-4,claude,researcher,4,reviews/CD015898/claude-researcher-4.md,FOCUS,FOCUS,outside_other,,multicenter transfusion-threshold RCT,0,
claude-researcher-4,claude,researcher,4,reviews/CD015898/claude-researcher-4.md,SAHaRA,SAHaRA,outside_other,,multicenter transfusion-threshold RCT,0,
claude-researcher-4,claude,researcher,4,reviews/CD015898/claude-researcher-4.md,LIBERAL,LIBERAL,outside_other,,transfusion-threshold RCT,0,
gemini-clinician-1,gemini,clinician,1,reviews/CD015898/gemini-clinician-1.md,Berger 2011,Berger 2011,included,Berger 2011,single-center controlled before-after study,0,
gemini-clinician-1,gemini,clinician,1,reviews/CD015898/gemini-clinician-1.md,Hamm 2021,Hamm 2021,included,Hamm 2021,single-center RCT,0,The SMaRT trial registration and primary publication are one cluster.
gemini-clinician-2,gemini,clinician,2,reviews/CD015898/gemini-clinician-2.md,Berger 2011,Berger 2011,included,Berger 2011,single-center controlled before-after study,0,
gemini-clinician-2,gemini,clinician,2,reviews/CD015898/gemini-clinician-2.md,Bowman 2019,Bowman 2019,included,Bowman 2019,single-center controlled before-after study,0,
gemini-clinician-2,gemini,clinician,2,reviews/CD015898/gemini-clinician-2.md,Frank 2017 single-unit transfusion study,Frank 2017 single-unit transfusion study,outside_other,,comparative study,0,
gemini-clinician-2,gemini,clinician,2,reviews/CD015898/gemini-clinician-2.md,Medvecz 2020 single-unit transfusion study,Medvecz 2020 single-unit transfusion study,outside_other,,comparative study,0,
gemini-clinician-3,gemini,clinician,3,reviews/CD015898/gemini-clinician-3.md,Chantepie 2017,Chantepie 2017,included,Chantepie 2017,single-center controlled before-after study,0,
gemini-clinician-3,gemini,clinician,3,reviews/CD015898/gemini-clinician-3.md,Avdic 2016,Avdic 2016,included,Avdic 2016,single-center controlled before-after study,0,
gemini-clinician-3,gemini,clinician,3,reviews/CD015898/gemini-clinician-3.md,Berger 2011,Berger 2011,included,Berger 2011,single-center controlled before-after study,0,
gemini-clinician-3,gemini,clinician,3,reviews/CD015898/gemini-clinician-3.md,Sharma 2022 single-unit transfusion study,Sharma 2022 single-unit transfusion study,outside_other,,comparative study,0,
gemini-clinician-4,gemini,clinician,4,reviews/CD015898/gemini-clinician-4.md,Berger 2011,Berger 2011,included,Berger 2011,single-center controlled before-after study,0,
gemini-clinician-4,gemini,clinician,4,reviews/CD015898/gemini-clinician-4.md,Bowman 2019,Bowman 2019,included,Bowman 2019,single-center controlled before-after study,0,
gemini-clinician-4,gemini,clinician,4,reviews/CD015898/gemini-clinician-4.md,Avdic 2016,Avdic 2016,included,Avdic 2016,single-center controlled before-after study,0,
gemini-patient-1,gemini,patient,1,reviews/CD015898/gemini-patient-1.md,TRICC,TRICC,cochrane_excluded,Hebert 1997,multicenter RCT,0,The preliminary Hebert 1997 source record and 1999 TRICC report are one trial.
gemini-patient-1,gemini,patient,1,reviews/CD015898/gemini-patient-1.md,TRISS,TRISS,cochrane_excluded,Holst 2014,multicenter RCT,0,
gemini-patient-1,gemini,patient,1,reviews/CD015898/gemini-patient-1.md,TRIFE,TRIFE,outside_other,,multicenter transfusion-threshold RCT,0,
gemini-patient-2,gemini,patient,2,reviews/CD015898/gemini-patient-2.md,TRICC,TRICC,cochrane_excluded,Hebert 1997,multicenter RCT,0,The preliminary Hebert 1997 source record and 1999 TRICC report are one trial.
gemini-patient-2,gemini,patient,2,reviews/CD015898/gemini-patient-2.md,FOCUS,FOCUS,outside_other,,multicenter transfusion-threshold RCT,0,
gemini-patient-2,gemini,patient,2,reviews/CD015898/gemini-patient-2.md,TRISS,TRISS,cochrane_excluded,Holst 2014,multicenter RCT,0,
gemini-patient-2,gemini,patient,2,reviews/CD015898/gemini-patient-2.md,REALITY,REALITY,outside_other,,multicenter transfusion-threshold RCT,0,
gemini-patient-2,gemini,patient,2,reviews/CD015898/gemini-patient-2.md,MINT,MINT,outside_other,,multicenter transfusion-threshold RCT,0,
gemini-patient-3,gemini,patient,3,reviews/CD015898/gemini-patient-3.md,TRICC,TRICC,cochrane_excluded,Hebert 1997,multicenter RCT,0,The preliminary Hebert 1997 source record and 1999 TRICC report are one trial.
