run_id,model,role_id,replicate,source_file,reported_citation,canonical_candidate,ground_truth_status,cochrane_study_label,design,identity_issue,notes
claude-clinician-2,claude,clinician,2,retrieval_bias/CD015264/claude-clinician-2.md,Torsvik 2015 low-birth-weight infant trial,Torsvik 2015 low-birth-weight infant trial,cochrane_excluded,Torsvik 2015,RCT,0,
claude-clinician-2,claude,clinician,2,retrieval_bias/CD015264/claude-clinician-2.md,Nigerian nephrotic-syndrome B-vitamin trial,Nigerian nephrotic-syndrome B-vitamin trial,outside_other,,combination-supplement RCT,0,
claude-clinician-2,claude,clinician,2,retrieval_bias/CD015264/claude-clinician-2.md,Kenya Child Nutrition Project feeding trial,Kenya Child Nutrition Project feeding trial,outside_other,,cluster-randomized feeding trial,0,"Siekmann, Neumann, and Hulett reports are grouped as one trial program."
claude-clinician-3,claude,clinician,3,retrieval_bias/CD015264/claude-clinician-3.md,Strand 2020 (BeLive; NCT02272842),Strand 2020 (BeLive; NCT02272842),included,Strand 2020,RCT,0,"The protocol, primary report, and later outcome reports are one trial cluster."
claude-clinician-3,claude,clinician,3,retrieval_bias/CD015264/claude-clinician-3.md,Taneja 2013 (North India; NCT00717730),Taneja 2013 (North India; NCT00717730),included,Taneja 2013,factorial RCT,0,All short- and long-term outcome reports are one trial cluster.
claude-clinician-3,claude,clinician,3,retrieval_bias/CD015264/claude-clinician-3.md,Torsvik 2015 low-birth-weight infant trial,Torsvik 2015 low-birth-weight infant trial,cochrane_excluded,Torsvik 2015,RCT,0,
claude-clinician-3,claude,clinician,3,retrieval_bias/CD015264/claude-clinician-3.md,Nigerian nephrotic-syndrome B-vitamin trial,Nigerian nephrotic-syndrome B-vitamin trial,outside_other,,combination-supplement RCT,0,
claude-clinician-4,claude,clinician,4,retrieval_bias/CD015264/claude-clinician-4.md,Taneja 2013 (North India; NCT00717730),Taneja 2013 (North India; NCT00717730),included,Taneja 2013,factorial RCT,0,All short- and long-term outcome reports are one trial cluster.
claude-clinician-4,claude,clinician,4,retrieval_bias/CD015264/claude-clinician-4.md,Strand 2020 (BeLive; NCT02272842),Strand 2020 (BeLive; NCT02272842),included,Strand 2020,RCT,0,"The protocol, primary report, and later outcome reports are one trial cluster."
claude-clinician-4,claude,clinician,4,retrieval_bias/CD015264/claude-clinician-4.md,Bjørke-Monsen/Torsvik infant B12 studies,Bjørke-Monsen/Torsvik infant B12 studies,cochrane_excluded,Bjørke-Monsen 2011,intramuscular randomized trials,0,The excluded RIS groups the 2008 and 2011 reports and related registry records under this label; responses also cite the later Torsvik report.
claude-clinician-4,claude,clinician,4,retrieval_bias/CD015264/claude-clinician-4.md,Torsvik 2015 low-birth-weight infant trial,Torsvik 2015 low-birth-weight infant trial,cochrane_excluded,Torsvik 2015,RCT,0,
claude-clinician-4,claude,clinician,4,retrieval_bias/CD015264/claude-clinician-4.md,Nigerian nephrotic-syndrome B-vitamin trial,Nigerian nephrotic-syndrome B-vitamin trial,outside_other,,combination-supplement RCT,0,
claude-clinician-4,claude,clinician,4,retrieval_bias/CD015264/claude-clinician-4.md,Sheng 2019 complementary-feeding trial,Sheng 2019 complementary-feeding trial,outside_other,,cluster-randomized feeding trial,0,
claude-patient-1,claude,patient,1,retrieval_bias/CD015264/claude-patient-1.md,Taneja 2013 (North India; NCT00717730),Taneja 2013 (North India; NCT00717730),included,Taneja 2013,factorial RCT,0,All short- and long-term outcome reports are one trial cluster.
claude-patient-1,claude,patient,1,retrieval_bias/CD015264/claude-patient-1.md,Strand 2020 (BeLive; NCT02272842),Strand 2020 (BeLive; NCT02272842),included,Strand 2020,RCT,0,"The protocol, primary report, and later outcome reports are one trial cluster."
claude-patient-1,claude,patient,1,retrieval_bias/CD015264/claude-patient-1.md,Nigerian nephrotic-syndrome B-vitamin trial,Nigerian nephrotic-syndrome B-vitamin trial,outside_other,,combination-supplement RCT,0,
claude-patient-1,claude,patient,1,retrieval_bias/CD015264/claude-patient-1.md,Indian Pediatrics parenteral-versus-oral B12 anemia trial,Indian Pediatrics parenteral-versus-oral B12 anemia trial,outside_other,,active-comparator RCT,0,
claude-patient-1,claude,patient,1,retrieval_bias/CD015264/claude-patient-1.md,Haiden 2006 anemia-of-prematurity trial,Haiden 2006 anemia-of-prematurity trial,cochrane_excluded,Haiden 2006,RCT,0,
claude-patient-2,claude,patient,2,retrieval_bias/CD015264/claude-patient-2.md,Strand 2020 (BeLive; NCT02272842),Strand 2020 (BeLive; NCT02272842),included,Strand 2020,RCT,0,"The protocol, primary report, and later outcome reports are one trial cluster."
claude-patient-2,claude,patient,2,retrieval_bias/CD015264/claude-patient-2.md,Taneja 2013 (North India; NCT00717730),Taneja 2013 (North India; NCT00717730),included,Taneja 2013,factorial RCT,0,All short- and long-term outcome reports are one trial cluster.
claude-patient-2,claude,patient,2,retrieval_bias/CD015264/claude-patient-2.md,Louwman/van Dusseldorp preschool B-vitamin trial,Louwman/van Dusseldorp preschool B-vitamin trial,outside_other,,multi-vitamin RCT,0,
claude-patient-2,claude,patient,2,retrieval_bias/CD015264/claude-patient-2.md,Nigerian nephrotic-syndrome B-vitamin trial,Nigerian nephrotic-syndrome B-vitamin trial,outside_other,,combination-supplement RCT,0,
claude-patient-2,claude,patient,2,retrieval_bias/CD015264/claude-patient-2.md,Sheng 2019 complementary-feeding trial,Sheng 2019 complementary-feeding trial,outside_other,,cluster-randomized feeding trial,0,
claude-patient-2,claude,patient,2,retrieval_bias/CD015264/claude-patient-2.md,Indian Bacopa-plus-micronutrient schoolchild trial,Indian Bacopa-plus-micronutrient schoolchild trial,outside_other,,multi-ingredient RCT,0,
claude-patient-2,claude,patient,2,retrieval_bias/CD015264/claude-patient-2.md,NCT06100146 adolescent fortified-flour trial,NCT06100146 adolescent fortified-flour trial,outside_other,,ongoing RCT,0,
claude-patient-3,claude,patient,3,retrieval_bias/CD015264/claude-patient-3.md,Taneja 2013 (North India; NCT00717730),Taneja 2013 (North India; NCT00717730),included,Taneja 2013,factorial RCT,0,All short- and long-term outcome reports are one trial cluster.
claude-patient-3,claude,patient,3,retrieval_bias/CD015264/claude-patient-3.md,Strand 2020 (BeLive; NCT02272842),Strand 2020 (BeLive; NCT02272842),included,Strand 2020,RCT,0,"The protocol, primary report, and later outcome reports are one trial cluster."
claude-patient-3,claude,patient,3,retrieval_bias/CD015264/claude-patient-3.md,Bjørke-Monsen/Torsvik infant B12 studies,Bjørke-Monsen/Torsvik infant B12 studies,cochrane_excluded,Bjørke-Monsen 2011,intramuscular randomized trials,0,The excluded RIS groups the 2008 and 2011 reports and related registry records under this label; responses also cite the later Torsvik report.
claude-patient-3,claude,patient,3,retrieval_bias/CD015264/claude-patient-3.md,Torsvik 2015 low-birth-weight infant trial,Torsvik 2015 low-birth-weight infant trial,cochrane_excluded,Torsvik 2015,RCT,0,
claude-patient-3,claude,patient,3,retrieval_bias/CD015264/claude-patient-3.md,Nigerian nephrotic-syndrome B-vitamin trial,Nigerian nephrotic-syndrome B-vitamin trial,outside_other,,combination-supplement RCT,0,
claude-patient-3,claude,patient,3,retrieval_bias/CD015264/claude-patient-3.md,Sublingual-versus-intramuscular pediatric B12 trial,Sublingual-versus-intramuscular pediatric B12 trial,outside_other,,active-comparator trial,0,
claude-patient-4,claude,patient,4,retrieval_bias/CD015264/claude-patient-4.md,Kvestad et al. 2020 PLOS Medicine,Strand 2020 (BeLive; NCT02272842),included,Strand 2020,RCT,1,"The response attributes the 2020 PLOS Medicine primary report to Kvestad; the included RIS identifies Strand as first author; The protocol, primary report, and later outcome reports are one trial cluster."
claude-patient-4,claude,patient,4,retrieval_bias/CD015264/claude-patient-4.md,Taneja 2013 (North India; NCT00717730),Taneja 2013 (North India; NCT00717730),included,Taneja 2013,factorial RCT,0,All short- and long-term outcome reports are one trial cluster.
claude-patient-4,claude,patient,4,retrieval_bias/CD015264/claude-patient-4.md,Nigerian nephrotic-syndrome B-vitamin trial,Nigerian nephrotic-syndrome B-vitamin trial,outside_other,,combination-supplement RCT,0,
claude-researcher-1,claude,researcher,1,retrieval_bias/CD015264/claude-researcher-1.md,Taneja 2013 (North India; NCT00717730),Taneja 2013 (North India; NCT00717730),included,Taneja 2013,factorial RCT,0,All short- and long-term outcome reports are one trial cluster.
claude-researcher-1,claude,researcher,1,retrieval_bias/CD015264/claude-researcher-1.md,Strand 2020 (BeLive; NCT02272842),Strand 2020 (BeLive; NCT02272842),included,Strand 2020,RCT,0,"The protocol, primary report, and later outcome reports are one trial cluster."
claude-researcher-1,claude,researcher,1,retrieval_bias/CD015264/claude-researcher-1.md,Bjørke-Monsen/Torsvik infant B12 studies,Bjørke-Monsen/Torsvik infant B12 studies,cochrane_excluded,Bjørke-Monsen 2011,intramuscular randomized trials,0,The excluded RIS groups the 2008 and 2011 reports and related registry records under this label; responses also cite the later Torsvik report.
claude-researcher-1,claude,researcher,1,retrieval_bias/CD015264/claude-researcher-1.md,Torsvik 2015 low-birth-weight infant trial,Torsvik 2015 low-birth-weight infant trial,cochrane_excluded,Torsvik 2015,RCT,0,
claude-researcher-1,claude,researcher,1,retrieval_bias/CD015264/claude-researcher-1.md,Nigerian nephrotic-syndrome B-vitamin trial,Nigerian nephrotic-syndrome B-vitamin trial,outside_other,,combination-supplement RCT,0,
claude-researcher-2,claude,researcher,2,retrieval_bias/CD015264/claude-researcher-2.md,Strand 2020 (BeLive; NCT02272842),Strand 2020 (BeLive; NCT02272842),included,Strand 2020,RCT,0,"The protocol, primary report, and later outcome reports are one trial cluster."
claude-researcher-2,claude,researcher,2,retrieval_bias/CD015264/claude-researcher-2.md,Chandyo maternal B12 supplementation trial,Chandyo maternal B12 supplementation trial,outside_other,,maternal-supplementation RCT,0,
claude-researcher-2,claude,researcher,2,retrieval_bias/CD015264/claude-researcher-2.md,Bjørke-Monsen/Torsvik infant B12 studies,Bjørke-Monsen/Torsvik infant B12 studies,cochrane_excluded,Bjørke-Monsen 2011,intramuscular randomized trials,0,The excluded RIS groups the 2008 and 2011 reports and related registry records under this label; responses also cite the later Torsvik report.
claude-researcher-2,claude,researcher,2,retrieval_bias/CD015264/claude-researcher-2.md,Taneja 2013 (North India; NCT00717730),Taneja 2013 (North India; NCT00717730),included,Taneja 2013,factorial RCT,0,All short- and long-term outcome reports are one trial cluster.
claude-researcher-2,claude,researcher,2,retrieval_bias/CD015264/claude-researcher-2.md,Sezer 2018 oral-versus-parenteral B12 trial,Sezer 2018 oral-versus-parenteral B12 trial,outside_other,,active-comparator trial,0,
claude-researcher-2,claude,researcher,2,retrieval_bias/CD015264/claude-researcher-2.md,Chandelia 2012 anemia trial,Chandelia 2012 anemia trial,cochrane_awaiting,Chandelia 2012,RCT,0,
claude-researcher-2,claude,researcher,2,retrieval_bias/CD015264/claude-researcher-2.md,Sublingual-versus-intramuscular pediatric B12 trial,Sublingual-versus-intramuscular pediatric B12 trial,outside_other,,active-comparator trial,0,
claude-researcher-2,claude,researcher,2,retrieval_bias/CD015264/claude-researcher-2.md,Nigerian nephrotic-syndrome B-vitamin trial,Nigerian nephrotic-syndrome B-vitamin trial,outside_other,,combination-supplement RCT,0,
claude-researcher-2,claude,researcher,2,retrieval_bias/CD015264/claude-researcher-2.md,Kenya Child Nutrition Project feeding trial,Kenya Child Nutrition Project feeding trial,outside_other,,cluster-randomized feeding trial,0,"Siekmann, Neumann, and Hulett reports are grouped as one trial program."
claude-researcher-2,claude,researcher,2,retrieval_bias/CD015264/claude-researcher-2.md,MATCOBIND maternal B12 trial,MATCOBIND maternal B12 trial,outside_other,,maternal-supplementation RCT protocol,0,
claude-researcher-3,claude,researcher,3,retrieval_bias/CD015264/claude-researcher-3.md,Taneja 2013 (North India; NCT00717730),Taneja 2013 (North India; NCT00717730),included,Taneja 2013,factorial RCT,0,All short- and long-term outcome reports are one trial cluster.
claude-researcher-3,claude,researcher,3,retrieval_bias/CD015264/claude-researcher-3.md,Strand 2020 (BeLive; NCT02272842),Strand 2020 (BeLive; NCT02272842),included,Strand 2020,RCT,0,"The protocol, primary report, and later outcome reports are one trial cluster."
claude-researcher-3,claude,researcher,3,retrieval_bias/CD015264/claude-researcher-3.md,Chandyo maternal B12 supplementation trial,Chandyo maternal B12 supplementation trial,outside_other,,maternal-supplementation RCT,0,
claude-researcher-3,claude,researcher,3,retrieval_bias/CD015264/claude-researcher-3.md,Srinivasan 2016 maternal B12 trial,Srinivasan 2016 maternal B12 trial,outside_other,,maternal-supplementation RCT,0,
claude-researcher-3,claude,researcher,3,retrieval_bias/CD015264/claude-researcher-3.md,Yajnik 2021 nutrient-bar trial,Yajnik 2021 nutrient-bar trial,included,Yajnik 2021,RCT,0,
claude-researcher-3,claude,researcher,3,retrieval_bias/CD015264/claude-researcher-3.md,Nigerian nephrotic-syndrome B-vitamin trial,Nigerian nephrotic-syndrome B-vitamin trial,outside_other,,combination-supplement RCT,0,
claude-researcher-3,claude,researcher,3,retrieval_bias/CD015264/claude-researcher-3.md,NCT06100146 adolescent fortified-flour trial,NCT06100146 adolescent fortified-flour trial,outside_other,,ongoing RCT,0,
claude-researcher-4,claude,researcher,4,retrieval_bias/CD015264/claude-researcher-4.md,Strand 2020 (BeLive; NCT02272842),Strand 2020 (BeLive; NCT02272842),included,Strand 2020,RCT,0,"The protocol, primary report, and later outcome reports are one trial cluster."
claude-researcher-4,claude,researcher,4,retrieval_bias/CD015264/claude-researcher-4.md,Taneja 2013 (North India; NCT00717730),Taneja 2013 (North India; NCT00717730),included,Taneja 2013,factorial RCT,0,All short- and long-term outcome reports are one trial cluster.
claude-researcher-4,claude,researcher,4,retrieval_bias/CD015264/claude-researcher-4.md,Bjørke-Monsen/Torsvik infant B12 studies,Bjørke-Monsen/Torsvik infant B12 studies,cochrane_excluded,Bjørke-Monsen 2011,intramuscular randomized trials,0,The excluded RIS groups the 2008 and 2011 reports and related registry records under this label; responses also cite the later Torsvik report.
claude-researcher-4,claude,researcher,4,retrieval_bias/CD015264/claude-researcher-4.md,Torsvik 2015 low-birth-weight infant trial,Torsvik 2015 low-birth-weight infant trial,cochrane_excluded,Torsvik 2015,RCT,0,
claude-researcher-4,claude,researcher,4,retrieval_bias/CD015264/claude-researcher-4.md,Nigerian nephrotic-syndrome B-vitamin trial,Nigerian nephrotic-syndrome B-vitamin trial,outside_other,,combination-supplement RCT,0,
claude-researcher-4,claude,researcher,4,retrieval_bias/CD015264/claude-researcher-4.md,Ndeezi 2011 Ugandan HIV micronutrient trial,Ndeezi 2011 Ugandan HIV micronutrient trial,outside_other,,multi-micronutrient RCT,0,
gemini-clinician-1,gemini,clinician,1,retrieval_bias/CD015264/gemini-clinician-1.md,Taneja 2013 (North India; NCT00717730),Taneja 2013 (North India; NCT00717730),included,Taneja 2013,factorial RCT,0,All short- and long-term outcome reports are one trial cluster.
gemini-clinician-1,gemini,clinician,1,retrieval_bias/CD015264/gemini-clinician-1.md,Strand 2020 (BeLive; NCT02272842),Strand 2020 (BeLive; NCT02272842),included,Strand 2020,RCT,0,"The protocol, primary report, and later outcome reports are one trial cluster."
gemini-clinician-2,gemini,clinician,2,retrieval_bias/CD015264/gemini-clinician-2.md,Taneja 2013 (North India; NCT00717730),Taneja 2013 (North India; NCT00717730),included,Taneja 2013,factorial RCT,0,All short- and long-term outcome reports are one trial cluster.
gemini-clinician-2,gemini,clinician,2,retrieval_bias/CD015264/gemini-clinician-2.md,Strand 2020 (BeLive; NCT02272842),Strand 2020 (BeLive; NCT02272842),included,Strand 2020,RCT,0,"The protocol, primary report, and later outcome reports are one trial cluster."
gemini-clinician-2,gemini,clinician,2,retrieval_bias/CD015264/gemini-clinician-2.md,Hendren 2016 methyl-B12 autism trial,Hendren 2016 methyl-B12 autism trial,outside_other,,subcutaneous-injection RCT,0,
gemini-clinician-3,gemini,clinician,3,retrieval_bias/CD015264/gemini-clinician-3.md,Strand 2020 (BeLive; NCT02272842),Strand 2020 (BeLive; NCT02272842),included,Strand 2020,RCT,0,"The protocol, primary report, and later outcome reports are one trial cluster."
gemini-clinician-3,gemini,clinician,3,retrieval_bias/CD015264/gemini-clinician-3.md,Taneja 2013 (North India; NCT00717730),Taneja 2013 (North India; NCT00717730),included,Taneja 2013,factorial RCT,0,All short- and long-term outcome reports are one trial cluster.
gemini-clinician-3,gemini,clinician,3,retrieval_bias/CD015264/gemini-clinician-3.md,Torsvik 2015 low-birth-weight infant trial,Torsvik 2015 low-birth-weight infant trial,cochrane_excluded,Torsvik 2015,RCT,0,
gemini-clinician-3,gemini,clinician,3,retrieval_bias/CD015264/gemini-clinician-3.md,Srinivasan 2016 maternal B12 trial,Srinivasan 2016 maternal B12 trial,outside_other,,maternal-supplementation RCT,0,
gemini-clinician-4,gemini,clinician,4,retrieval_bias/CD015264/gemini-clinician-4.md,Taneja 2013 (North India; NCT00717730),Taneja 2013 (North India; NCT00717730),included,Taneja 2013,factorial RCT,0,All short- and long-term outcome reports are one trial cluster.
gemini-clinician-4,gemini,clinician,4,retrieval_bias/CD015264/gemini-clinician-4.md,Strand 2020 (BeLive; NCT02272842),Strand 2020 (BeLive; NCT02272842),included,Strand 2020,RCT,0,"The protocol, primary report, and later outcome reports are one trial cluster."
gemini-clinician-4,gemini,clinician,4,retrieval_bias/CD015264/gemini-clinician-4.md,Kvestad 2017 Nepalese B12-status cohort,Kvestad 2017 Nepalese B12-status cohort,outside_observational,,longitudinal cohort,0,
gemini-patient-1,gemini,patient,1,retrieval_bias/CD015264/gemini-patient-1.md,Taneja 2013 (North India; NCT00717730),Taneja 2013 (North India; NCT00717730),included,Taneja 2013,factorial RCT,0,All short- and long-term outcome reports are one trial cluster.
gemini-patient-1,gemini,patient,1,retrieval_bias/CD015264/gemini-patient-1.md,Strand 2020 (BeLive; NCT02272842),Strand 2020 (BeLive; NCT02272842),included,Strand 2020,RCT,0,"The protocol, primary report, and later outcome reports are one trial cluster."
gemini-patient-1,gemini,patient,1,retrieval_bias/CD015264/gemini-patient-1.md,Hendren 2016 methyl-B12 autism trial,Hendren 2016 methyl-B12 autism trial,outside_other,,subcutaneous-injection RCT,0,
gemini-patient-2,gemini,patient,2,retrieval_bias/CD015264/gemini-patient-2.md,Taneja 2013 (North India; NCT00717730),Taneja 2013 (North India; NCT00717730),included,Taneja 2013,factorial RCT,0,All short- and long-term outcome reports are one trial cluster.
gemini-patient-2,gemini,patient,2,retrieval_bias/CD015264/gemini-patient-2.md,Sezer 2018 oral-versus-parenteral B12 trial,Sezer 2018 oral-versus-parenteral B12 trial,outside_other,,active-comparator trial,0,
gemini-patient-2,gemini,patient,2,retrieval_bias/CD015264/gemini-patient-2.md,Hendren 2016 methyl-B12 autism trial,Hendren 2016 methyl-B12 autism trial,outside_other,,subcutaneous-injection RCT,0,
gemini-patient-2,gemini,patient,2,retrieval_bias/CD015264/gemini-patient-2.md,Strand 2020 (BeLive; NCT02272842),Strand 2020 (BeLive; NCT02272842),included,Strand 2020,RCT,0,"The protocol, primary report, and later outcome reports are one trial cluster."
gemini-patient-3,gemini,patient,3,retrieval_bias/CD015264/gemini-patient-3.md,Taneja 2013 (North India; NCT00717730),Taneja 2013 (North India; NCT00717730),included,Taneja 2013,factorial RCT,0,All short- and long-term outcome reports are one trial cluster.
gemini-patient-3,gemini,patient,3,retrieval_bias/CD015264/gemini-patient-3.md,Strand 2020 (BeLive; NCT02272842),Strand 2020 (BeLive; NCT02272842),included,Strand 2020,RCT,0,"The protocol, primary report, and later outcome reports are one trial cluster."
gemini-patient-4,gemini,patient,4,retrieval_bias/CD015264/gemini-patient-4.md,Strand 2020 (BeLive; NCT02272842),Strand 2020 (BeLive; NCT02272842),included,Strand 2020,RCT,0,"The protocol, primary report, and later outcome reports are one trial cluster."
gemini-patient-4,gemini,patient,4,retrieval_bias/CD015264/gemini-patient-4.md,Taneja 2013 (North India; NCT00717730),Taneja 2013 (North India; NCT00717730),included,Taneja 2013,factorial RCT,0,All short- and long-term outcome reports are one trial cluster.
gemini-patient-4,gemini,patient,4,retrieval_bias/CD015264/gemini-patient-4.md,Hendren 2016 methyl-B12 autism trial,Hendren 2016 methyl-B12 autism trial,outside_other,,subcutaneous-injection RCT,0,
gemini-researcher-1,gemini,researcher,1,retrieval_bias/CD015264/gemini-researcher-1.md,Taneja 2013 (North India; NCT00717730),Taneja 2013 (North India; NCT00717730),included,Taneja 2013,factorial RCT,0,All short- and long-term outcome reports are one trial cluster.
gemini-researcher-1,gemini,researcher,1,retrieval_bias/CD015264/gemini-researcher-1.md,Strand 2020 (BeLive; NCT02272842),Strand 2020 (BeLive; NCT02272842),included,Strand 2020,RCT,0,"The protocol, primary report, and later outcome reports are one trial cluster."
gemini-researcher-2,gemini,researcher,2,retrieval_bias/CD015264/gemini-researcher-2.md,Strand 2020 (BeLive; NCT02272842),Strand 2020 (BeLive; NCT02272842),included,Strand 2020,RCT,0,"The protocol, primary report, and later outcome reports are one trial cluster."
gemini-researcher-2,gemini,researcher,2,retrieval_bias/CD015264/gemini-researcher-2.md,Taneja 2013 (North India; NCT00717730),Taneja 2013 (North India; NCT00717730),included,Taneja 2013,factorial RCT,0,All short- and long-term outcome reports are one trial cluster.
gemini-researcher-2,gemini,researcher,2,retrieval_bias/CD015264/gemini-researcher-2.md,Sezer 2018 oral-versus-parenteral B12 trial,Sezer 2018 oral-versus-parenteral B12 trial,outside_other,,active-comparator trial,0,
gemini-researcher-3,gemini,researcher,3,retrieval_bias/CD015264/gemini-researcher-3.md,Taneja 2013 (North India; NCT00717730),Taneja 2013 (North India; NCT00717730),included,Taneja 2013,factorial RCT,0,All short- and long-term outcome reports are one trial cluster.
gemini-researcher-3,gemini,researcher,3,retrieval_bias/CD015264/gemini-researcher-3.md,Strand 2020 (BeLive; NCT02272842),Strand 2020 (BeLive; NCT02272842),included,Strand 2020,RCT,0,"The protocol, primary report, and later outcome reports are one trial cluster."
gemini-researcher-4,gemini,researcher,4,retrieval_bias/CD015264/gemini-researcher-4.md,Taneja 2013 (North India; NCT00717730),Taneja 2013 (North India; NCT00717730),included,Taneja 2013,factorial RCT,0,All short- and long-term outcome reports are one trial cluster.
gemini-researcher-4,gemini,researcher,4,retrieval_bias/CD015264/gemini-researcher-4.md,Strand 2020 (BeLive; NCT02272842),Strand 2020 (BeLive; NCT02272842),included,Strand 2020,RCT,0,"The protocol, primary report, and later outcome reports are one trial cluster."
gemini-researcher-4,gemini,researcher,4,retrieval_bias/CD015264/gemini-researcher-4.md,Hendren 2016 methyl-B12 autism trial,Hendren 2016 methyl-B12 autism trial,outside_other,,subcutaneous-injection RCT,0,
gpt-clinician-1,gpt,clinician,1,retrieval_bias/CD015264/gpt-clinician-1.md,Taneja 2013 (North India; NCT00717730),Taneja 2013 (North India; NCT00717730),included,Taneja 2013,factorial RCT,0,All short- and long-term outcome reports are one trial cluster.
gpt-clinician-1,gpt,clinician,1,retrieval_bias/CD015264/gpt-clinician-1.md,Strand 2020 (BeLive; NCT02272842),Strand 2020 (BeLive; NCT02272842),included,Strand 2020,RCT,0,"The protocol, primary report, and later outcome reports are one trial cluster."
gpt-clinician-1,gpt,clinician,1,retrieval_bias/CD015264/gpt-clinician-1.md,Bjørke-Monsen/Torsvik infant B12 studies,Bjørke-Monsen/Torsvik infant B12 studies,cochrane_excluded,Bjørke-Monsen 2011,intramuscular randomized trials,0,The excluded RIS groups the 2008 and 2011 reports and related registry records under this label; responses also cite the later Torsvik report.
gpt-clinician-1,gpt,clinician,1,retrieval_bias/CD015264/gpt-clinician-1.md,Torsvik 2015 low-birth-weight infant trial,Torsvik 2015 low-birth-weight infant trial,cochrane_excluded,Torsvik 2015,RCT,0,
gpt-clinician-2,gpt,clinician,2,retrieval_bias/CD015264/gpt-clinician-2.md,Taneja 2013 (North India; NCT00717730),Taneja 2013 (North India; NCT00717730),included,Taneja 2013,factorial RCT,0,All short- and long-term outcome reports are one trial cluster.
gpt-clinician-2,gpt,clinician,2,retrieval_bias/CD015264/gpt-clinician-2.md,Strand 2020 (BeLive; NCT02272842),Strand 2020 (BeLive; NCT02272842),included,Strand 2020,RCT,0,"The protocol, primary report, and later outcome reports are one trial cluster."
gpt-clinician-2,gpt,clinician,2,retrieval_bias/CD015264/gpt-clinician-2.md,Bjørke-Monsen/Torsvik infant B12 studies,Bjørke-Monsen/Torsvik infant B12 studies,cochrane_excluded,Bjørke-Monsen 2011,intramuscular randomized trials,0,The excluded RIS groups the 2008 and 2011 reports and related registry records under this label; responses also cite the later Torsvik report.
gpt-clinician-2,gpt,clinician,2,retrieval_bias/CD015264/gpt-clinician-2.md,Worthington-White 1994 preterm-infant trial,Worthington-White 1994 preterm-infant trial,cochrane_excluded,Worthington-White 1994,factorial RCT,0,
gpt-clinician-3,gpt,clinician,3,retrieval_bias/CD015264/gpt-clinician-3.md,Strand 2020 (BeLive; NCT02272842),Strand 2020 (BeLive; NCT02272842),included,Strand 2020,RCT,0,"The protocol, primary report, and later outcome reports are one trial cluster."
